name,date,round,day,race_no,back_no,violation_time,violation_place,judgment
정태양,2024-05-18,19,2,14,3,5 주회,BS,주의
정태양,2024-06-07,22,1,15,1,5 주회,BS,주의
정태양,2024-07-26,29,1,8,1,5 주회,1코너,주의
정태양,2026-02-22,8,3,8,2,5 주회,BS,주의
정하늘,2023-07-16,28,3,15,3,5 주회,1코너,주의
정하늘,2023-07-22,29,2,15,6,5 주회,1코너,경고
정하늘,2025-01-31,5,1,13,2,5 주회,3코너,주의
정하늘,2025-07-20,29,3,16,2,5 주회,BS,주의
정하늘,2025-10-11,40,2,16,2,5 주회,2코너,경고
정해권,2022-11-18,46,1,7,1,5 주회,BS,주의
정현섭,2026-01-31,5,2,3,2,3 주회,4코너,주의
정현수,2023-07-23,29,3,6,4,5 주회,4코너,경고
정현수,2025-12-28,51,3,12,4,3 주회,4코너,주의
정현호,2022-08-07,31,3,12,2,5 주회,BS,주의
정현호,2025-12-12,49,1,10,1,5 주회,결승선전,경고
정휘성,2023-02-10,6,1,9,5,5 주회,BS,주의
정휘성,2024-09-27,38,1,1,1,5 주회,1코너,경고
정휘성,2024-12-23,50,4,5,2,5 주회,BS,주의
조 택,2022-10-14,41,1,9,1,5 주회,BS,주의
조동우,2022-10-29,43,2,10,1,4 주회,1코너,주의
조동우,2022-12-11,49,3,9,5,5 주회,3코너,주의
조동우,2024-07-27,29,2,11,7,5 주회,BS,주의
조봉희,2022-05-07,18,2,2,4,5 주회,HS,경고
조성래,2022-02-12,6,2,7,2,4 주회,HS,주의
조성윤,2022-11-25,47,1,10,5,5 주회,3코너,주의
조성윤,2024-02-02,5,1,11,2,5 주회,BS,주의
조영근,2022-08-26,34,1,1,6,5 주회,BS,주의
조영근,2023-11-11,44,2,4,2,5 주회,결승선전,주의
조영일,2023-11-03,43,1,3,7,5 주회,BS,주의
조영환,2023-12-02,47,2,14,7,5 주회,4코너,주의
조영환,2024-10-12,40,2,15,1,5 주회,BS,주의
조왕우,2023-06-17,24,2,1,4,5 주회,결승선전,주의
조왕우,2023-11-26,46,3,2,7,5 주회,BS,주의
조왕우,2024-03-23,11,2,5,1,5 주회,BS,주의
조왕우,2024-05-11,18,2,1,1,5 주회,BS,주의
조왕우,2025-04-11,15,1,5,3,5 주회,BS,주의
조왕우,2025-04-12,15,2,3,1,5 주회,결승선전,주의
조왕우,2025-10-26,42,3,4,5,5 주회,BS,주의
조재호,2022-04-10,14,3,8,1,5 주회,3코너,주의
조재호,2025-08-24,34,3,13,6,5 주회,BS,주의
조재호,2025-09-20,38,2,16,7,5 주회,BS,주의
조재호,2025-10-25,42,2,15,1,5 주회,BS,주의
조주현,2023-05-12,19,1,16,7,5 주회,BS,주의
조주현,2023-12-03,47,3,15,3,5 주회,BS,주의
조주현,2024-08-30,34,1,14,2,5 주회,3코너,주의
조주현,2025-09-07,36,3,16,7,5 주회,BS,주의
조준수,2022-02-18,7,1,9,1,5 주회,결승선전,주의
조준수,2024-05-25,20,2,8,7,5 주회,BS,주의
조창인,2024-05-18,19,2,2,1,5 주회,1코너,경고
조창인,2024-09-13,36,1,12,2,5 주회,BS,주의
조창인,2024-10-05,39,3,11,1,5 주회,BS,주의
조창인,2025-08-31,35,3,9,1,5 주회,BS,주의
주병환,2022-09-11,36,1,8,3,5 주회,결승선전,경고
주성민,2024-04-12,14,1,4,2,5 주회,BS,주의
주성민,2024-08-30,34,1,3,2,5 주회,BS,주의
주성민,2025-02-08,6,2,5,6,5 주회,결승선전,경고
주윤호,2022-02-18,7,1,4,2,5 주회,BS,주의
주윤호,2022-06-03,22,1,2,5,5 주회,3코너,주의
주현욱,2022-08-14,32,3,7,2,5 주회,3코너,주의
주효진,2024-07-14,27,3,7,1,5 주회,BS,주의
진익남,2022-06-18,24,2,5,2,5 주회,BS,주의
진익남,2023-09-15,37,1,2,1,5 주회,BS,주의
차봉수,2022-02-04,5,1,11,3,5 주회,3코너,주의
차봉수,2024-12-08,48,3,5,5,5 주회,BS,주의
채평주,2023-09-15,37,1,4,3,5 주회,BS,주의
천호성,2022-10-07,40,1,11,2,5 주회,2코너,주의
천호성,2023-10-20,41,1,9,4,5 주회,2코너,주의
천호성,2026-01-11,2,3,10,2,5 주회,1코너,주의
최근식,2022-02-04,5,1,1,6,5 주회,BS,경고
최근식,2022-02-19,7,2,1,4,5 주회,3코너,주의
최근식,2022-02-20,7,3,1,7,5 주회,2코너,경고
최근영,2023-06-16,24,1,9,2,5 주회,BS,주의
최근영,2024-01-13,2,2,7,3,5 주회,3코너,주의
최근영,2024-05-12,18,3,9,4,5 주회,BS,주의
최대용,2022-10-01,39,2,3,1,5 주회,BS,주의
최대용,2023-02-19,7,3,2,1,5 주회,1코너,주의
최대용,2024-08-04,30,3,1,1,5 주회,1코너,주의
최동현,2023-11-12,44,3,15,2,5 주회,BS,주의
최래선,2023-01-29,4,3,16,3,5 주회,BS,주의
최래선,2024-06-23,24,3,13,5,5 주회,BS,주의
최래선,2025-07-06,27,3,15,1,3 주회,4코너,주의
최민호,2023-03-12,10,3,8,3,5 주회,1코너,주의
최민호,2025-10-25,42,2,6,4,5 주회,2코너,주의
최병길,2023-03-11,10,2,11,1,4 주회,HS,주의
최병일,2022-01-09,1,3,14,2,5 주회,BS,주의
최병일,2022-04-02,13,2,15,3,5 주회,3코너,주의
최병일,2022-05-22,20,3,13,1,5 주회,BS,주의
최병일,2023-03-31,13,1,13,2,5 주회,BS,주의
최병일,2023-08-11,32,1,6,1,5 주회,2코너,주의
최봉기,2023-06-16,24,1,7,3,5 주회,결승선전,주의
최봉기,2023-09-22,38,1,9,1,5 주회,BS,주의
최석윤,2022-01-15,2,2,9,7,5 주회,3코너,주의
최석윤,2022-07-23,29,2,12,1,5 주회,2코너,주의
최석윤,2023-02-26,8,3,14,1,5 주회,BS,주의
최석윤,2025-12-26,51,1,9,1,3 주회,4코너,주의
최성일,2022-07-22,29,1,3,2,5 주회,2코너,주의
최수용,2022-04-02,13,2,2,1,5 주회,결승선전,주의
최수용,2025-02-02,5,3,1,2,5 주회,BS,주의
최순영,2022-03-18,11,1,7,7,5 주회,3코너,주의
최순영,2022-03-19,11,2,4,2,5 주회,3코너,경고
최순영,2022-03-25,12,1,6,4,4 주회,HS,주의
최순영,2022-06-03,22,1,9,2,5 주회,3코너,주의
최순영,2022-08-20,33,2,9,1,5 주회,1코너,주의
최순영,2022-08-21,33,3,10,4,5 주회,2코너,주의
최순영,2026-02-01,5,3,7,1,5 주회,2코너,경고
최유선,2022-04-03,13,3,1,5,5 주회,3코너,주의
최유선,2022-07-17,28,3,2,5,5 주회,BS,주의
최유선,2023-05-26,21,1,1,4,5 주회,BS,주의
최유선,2023-07-22,29,2,5,2,5 주회,BS,주의
최유선,2023-10-07,39,2,2,3,5 주회,BS,주의
최유선,2023-11-18,45,2,4,2,5 주회,BS,주의
최유선,2024-04-12,14,1,5,2,5 주회,결승선전,주의
최유선,2025-05-16,20,1,4,1,5 주회,BS,주의
최종근,2022-10-03,39,4,14,1,4 주회,HS,주의
최종근,2023-10-13,40,1,12,1,4 주회,3코너,주의
최종근,2024-02-25,7,3,14,2,4 주회,BS,주의
최종근,2025-10-25,42,2,14,1,5 주회,BS,주의
최종태,2022-05-21,20,2,5,3,5 주회,결승선전,경고
최종태,2022-08-07,31,3,4,7,5 주회,결승선전,주의
최종태,2022-08-20,33,2,4,3,5 주회,3코너,주의
최해용,2022-02-11,6,1,9,6,5 주회,2코너,주의
최해용,2025-01-25,4,2,14,1,5 주회,BS,주의
최해용,2025-05-10,19,2,14,3,5 주회,BS,주의
하동성,2025-03-02,9,3,7,7,3 주회,4코너,주의
하성식,2022-08-12,32,1,3,4,5 주회,2코너,주의
하성식,2022-08-13,32,2,2,3,5 주회,BS,주의
하성식,2024-12-07,48,2,3,7,3 주회,HS,주의
한상진,2022-02-20,7,3,4,2,5 주회,BS,주의
한상헌,2023-10-15,40,3,4,7,5 주회,BS,주의
한상헌,2024-11-10,44,3,2,2,5 주회,BS,주의
한상헌,2024-12-13,49,1,4,1,5 주회,BS,주의
한상헌,2024-12-15,49,3,4,6,5 주회,BS,주의
한은철,2024-07-20,28,2,4,2,5 주회,BS,주의
한임식,2022-11-12,45,2,4,3,5 주회,결승선전,주의
한임식,2022-11-25,47,1,2,7,5 주회,결승선전,주의
한임식,2022-12-11,49,3,1,5,5 주회,BS,주의
한임식,2023-04-02,13,3,3,2,5 주회,결승선전,주의
한임식,2023-09-09,36,2,1,4,5 주회,결승선전,경고
한임식,2023-09-10,36,3,2,2,5 주회,BS,주의
한임식,2024-03-29,12,1,2,5,5 주회,결승선전,주의
한임식,2024-07-20,28,2,5,4,5 주회,결승선전,경고
한임식,2024-07-21,28,3,3,3,5 주회,HS,실격
한임식,2024-11-01,43,1,3,3,5 주회,결승선전,실격
한재호,2024-08-31,34,2,7,4,3 주회,HS,주의
한탁희,2024-06-28,25,1,6,2,5 주회,BS,주의
한탁희,2024-07-27,29,2,16,2,5 주회,BS,주의
한탁희,2025-01-04,1,2,9,1,4 주회,HS,주의
한탁희,2025-07-18,29,1,13,1,5 주회,BS,주의
한탁희,2025-12-07,48,3,16,6,5 주회,BS,주의
함명주,2022-03-19,11,2,3,2,5 주회,3코너,주의
함명주,2023-01-13,2,1,5,2,5 주회,BS,주의
함명주,2023-11-26,46,3,1,2,5 주회,BS,주의
함명주,2025-10-11,40,2,3,1,5 주회,BS,주의
함명주,2025-10-12,40,3,3,5,5 주회,BS,주의
함명주,2026-01-30,5,1,2,5,3 주회,4코너,주의
허 남,2022-06-12,23,3,1,6,5 주회,BS,주의
허 남,2025-04-11,15,1,1,3,5 주회,BS,주의
허남열,2023-04-08,14,2,3,7,5 주회,1코너,경고
허동혁,2023-10-09,39,4,9,3,5 주회,BS,주의
허동혁,2023-12-25,50,4,10,3,5 주회,BS,주의
허동혁,2024-08-16,32,1,2,6,5 주회,1코너,경고
허동혁,2025-01-17,3,1,8,5,5 주회,결승선전,경고
허동혁,2025-03-07,10,1,10,3,5 주회,BS,주의
허은회,2022-05-27,21,1,1,2,5 주회,3코너,주의
허은회,2022-06-17,24,1,3,1,4 주회,HS,주의
허은회,2022-06-19,24,3,2,2,5 주회,BS,주의
현지운,2025-09-13,37,2,6,1,5 주회,BS,주의
현지운,2025-10-26,42,3,12,3,5 주회,BS,주의
홍석한,2022-04-17,15,3,6,1,5 주회,1코너,경고
홍석한,2024-05-12,18,3,12,1,5 주회,BS,주의
홍석헌,2023-11-17,45,1,4,1,5 주회,BS,주의
홍석헌,2025-05-25,21,3,4,3,5 주회,BS,주의
홍의철,2023-04-14,15,1,15,2,5 주회,1코너,주의
홍의철,2023-09-03,35,3,13,3,4 주회,HS,주의
홍현기,2022-02-05,5,2,9,2,5 주회,1코너,주의
홍현기,2022-02-26,8,2,9,2,5 주회,2코너,주의
홍현기,2023-03-18,11,2,8,2,5 주회,BS,주의
홍현기,2023-06-09,23,1,9,1,5 주회,BS,주의
홍현기,2024-01-27,4,2,8,2,5 주회,결승선전,주의
홍현기,2024-02-23,7,1,7,7,5 주회,3코너,주의
홍현기,2024-02-25,7,3,8,1,5 주회,BS,주의
홍현기,2025-09-06,36,2,9,1,5 주회,BS,주의
황승호,2025-12-12,49,1,15,1,5 주회,BS,주의
황인혁,2022-02-13,6,3,15,3,5 주회,2코너,주의
황인혁,2023-04-16,15,3,16,1,5 주회,1코너,주의
황인혁,2023-08-06,31,3,15,7,4 주회,HS,주의
황인혁,2026-02-15,7,3,16,2,3 주회,4코너,주의
황정연,2022-06-17,24,1,11,3,5 주회,BS,주의
황정연,2022-06-18,24,2,11,7,5 주회,BS,경고
황종대,2024-07-06,26,2,10,2,5 주회,BS,주의
황종대,2024-07-12,27,1,11,2,5 주회,BS,주의
황종대,2024-08-24,33,2,8,3,5 주회,BS,주의
황준하,2022-09-24,38,2,15,4,5 주회,BS,주의
황준하,2023-04-16,15,3,14,7,5 주회,결승선전,경고
황준하,2024-02-04,5,3,12,1,5 주회,3코너,주의
황준하,2024-10-25,42,1,16,3,5 주회,BS,주의
